Crash ID,Crash Date and Time,Hour of Day,Day of the week,Crash Type,Crash Severity,Property Damage Crash Indicator,Property Damage Indicator,Alcohol Involved,Aggressive Driver Involved,Bicycle Involved,Cell Phone Involved,Animal Involved,Animal Type,Drug Involved,Crash Location,Latitude,Longitude,YTD Indicator,ObjectID
3292044,8/30/2024 2:00:00 PM,10,6,Single Motor Vehicle,Suspected Minor Injury (B),No,No,No,No,Yes,No,No,,No, 28TH ST SE &  MADISON AVE SE,42.9128377854421,-85.6569051979061,YTD,133
3292043,9/5/2024 12:25:00 PM,8,5,Other,Possible Injury (C),No,No,No,No,No,No,No,,No, BEECHWOOD ST NE &  DIAMOND AVE NE,0,0,YTD,134
3292042,9/4/2024 3:07:00 AM,23,3,Rear End,Possible Injury (C),No,No,No,Yes,No,No,No,,No, 28TH ST SE &  KALAMAZOO AVE SE,42.9126354810137,-85.6277181694174,YTD,135
3292041,9/3/2024 8:24:00 PM,16,3,Single Motor Vehicle,No Injury (O),Yes,No,No,Yes,Yes,No,No,,No, KALAMAZOO AVE SE &  GRIGGS ST SE,42.9304373325163,-85.6361433151021,YTD,136
3292040,8/30/2024 10:59:00 PM,18,6,Other,Suspected Minor Injury (B),No,No,Yes,No,No,No,No,,No, BUCKLEY ST SW & S DIVISION AVE ,42.9530785987013,-85.6681424962601,YTD,137
3292039,9/4/2024 11:24:00 AM,7,4,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, LOGAN ST SE &  JEFFERSON AVE SE,42.9543009874663,-85.6639630895033,YTD,138
3292038,9/5/2024 5:05:00 PM,13,5,Sideswipe-Opposite,No Injury (O),Yes,No,No,Yes,No,No,No,,No, HORTON AVE SE &  GRIGGS ST SE,0,0,YTD,139
3292037,9/9/2024 8:00:00 PM,16,2,Rear End-Right Turn,No Injury (O),Yes,No,No,Yes,No,No,No,,No, PLAINFIELD AVE NE &  3 MILE RD NE,43.0133805242997,-85.6461657161721,YTD,140
3292036,8/31/2024 6:00:00 PM,14,7,Sideswipe-Opposite,No Injury (O),Yes,No,No,No,No,No,No,,No, HALL ST SW &  IONIA AVE SW,0,0,YTD,141
3292035,9/5/2024 12:04:00 PM,8,5,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, FULTON ST E &  PROSPECT AVE SE,42.963040382162,-85.6601511064699,YTD,142
3292034,9/1/2024 12:26:00 PM,8,1,Head On-Left Turn,No Injury (O),Yes,No,No,Yes,No,No,No,,No, FULLER AVE NE &  BRADFORD ST NE,42.977628097069,-85.6398034182365,YTD,143
3292033,9/5/2024 4:05:00 PM,12,5,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,Yes,Deer,No, ALGER ST SE &  PLYMOUTH AVE SE,42.9193955552387,-85.6274355811588,YTD,144
3292032,9/13/2024 7:11:00 PM,15,6,Rear End,Possible Injury (C),No,No,No,Yes,No,No,No,,No, MICHIGAN ST NE &  BOSTWICK AVE NE,42.9705038554064,-85.666772943102,YTD,145
3292031,9/4/2024 12:50:00 AM,20,3,Single Motor Vehicle,Suspected Minor Injury (B),No,No,Yes,No,Yes,No,No,,No, LEONARD ST NW &  MONROE AVE NW,42.9847010100358,-85.6707083847058,YTD,146
3292030,9/10/2024 12:44:00 PM,8,3,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LAKE MICHIGAN DR NW &  075F  ,42.9656645490268,-85.7049347383332,YTD,147
3292029,9/11/2024 2:40:00 AM,22,3,Sideswipe-Same,No Injury (O),Yes,No,Yes,No,No,No,No,,No, OAKES ST SW &  OTTAWA AVE SW,42.9609114631755,-85.6718014341802,YTD,148
3292028,8/30/2024 9:08:00 PM,17,6,Single Motor Vehicle,No Injury (O),Yes,No,No,No,Yes,No,No,,No, WESTON ST SW &  COMMERCE AV SW,42.9622484139002,-85.6691183013,YTD,149
3292027,9/1/2024 6:32:00 AM,2,1,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No,W FULTON ST NW &  LEXINGTON AVE NW,42.9634382403169,-85.6838125441019,YTD,150
3292026,8/31/2024 6:40:00 AM,2,7,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, ANN ST NW &  TURNER AVE NW,42.9957429801906,-85.6782379289887,YTD,151
3292025,9/3/2024 6:26:00 PM,14,3,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No,E BELTLINE AVE NE & E BELTLINE AVE ,42.9815937834024,-85.5907516641896,YTD,152
3292024,9/11/2024 8:55:00 PM,16,4,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, MARTIN LUTHER KING ST SE &  MORRIS AVE SE,42.9485329258079,-85.6579086474881,YTD,153
3292023,9/11/2024 12:19:00 AM,20,3,Single Motor Vehicle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, BUCHANAN AVE SW &  BROWN ST SW,42.9321785447834,-85.6717862724209,YTD,154
3292022,9/8/2024 3:32:00 AM,23,7,Single Motor Vehicle,Suspected Serious Injury (A),No,No,No,Yes,Yes,No,No,,No, BURTON ST SW &  TOWNER AVE SW,42.9277351392746,-85.6781138794659,YTD,155
3292021,8/29/2024 9:15:00 PM,17,5,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, TURNER AVE NW &  GRAND RAPIDS EASTERN RAILROAD  ,42.9941525216213,-85.6778323523647,YTD,156
3292020,9/20/2024 11:13:00 PM,19,6,Single Motor Vehicle,Possible Injury (C),No,No,No,No,No,No,No,,No, DIVISION AVE S &  BURTON ST SE,42.9274254700276,-85.6666423595654,YTD,157
3292019,9/5/2024 12:10:00 PM,8,5,Other,No Injury (O),Yes,No,No,Yes,No,No,No,,No, FRANKLIN ST SW &  CAULFIELD AVE SW,0,0,YTD,158
3292018,7/27/2024 10:05:00 PM,18,7,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, OTTAWA AVE NW &  FOUNTAIN ST NW,42.9656048814772,-85.6701448128126,YTD,159
3292017,9/3/2024 11:59:00 AM,7,3,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LAKE MICHIGAN DR NW &  WOODCREST DR NW,42.9696243027402,-85.7144617212466,YTD,160
3292016,8/29/2024 9:03:00 PM,17,5,Angle,Possible Injury (C),No,No,No,Yes,No,No,No,,No, HENRY AVE SE &  FRANKLIN ST SE,42.9484133367578,-85.6516994094865,YTD,161
3292015,9/4/2024 10:18:00 PM,18,4,Rear End,Possible Injury (C),No,No,No,No,No,No,No,,No, EASTERN AVE SE &  HAZEN ST SE,42.9255142325866,-85.6479173055876,YTD,162
3292014,9/13/2024 9:05:00 PM,17,6,Single Motor Vehicle,Possible Injury (C),No,No,No,Yes,Yes,No,No,,No, BRIDGE ST  &  SEWARD AVE ,42.9706459301236,-85.6826905436042,YTD,163
3292013,8/29/2024 10:40:00 PM,18,5,Other,Possible Injury (C),No,No,No,Yes,No,No,No,,No, MARTIN LUTHER KING ST SE &  JEFFERSON AVE SE,42.9486526630212,-85.6638719972929,YTD,164
3292012,9/10/2024 5:15:00 PM,13,3,Backing,No Injury (O),Yes,No,No,No,No,No,No,,No, 28TH ST   &  E BELTLINE AVE  ,0,0,YTD,165
3292011,9/11/2024 10:30:00 PM,18,4,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No,E BELTLINE AVE NE &  BELTLINE AVE TURNAROUND  ,0,0,YTD,166
3292010,8/31/2024 1:04:00 PM,9,7,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, PHILADELPHIA AVE SE &  ARDMORE ST SE,42.9283184245278,-85.6301039766018,YTD,167
3292009,8/30/2024 5:50:00 PM,13,6,Single Motor Vehicle,Possible Injury (C),No,No,No,Yes,No,No,No,,No, LEONARD ST NE &  EMERALD AVE NE,42.9844791618462,-85.6480200244419,YTD,168
3292008,9/4/2024 4:17:00 PM,12,4,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No,S DIVISION AVE  &  BURTON ST SE,42.9275575650719,-85.6666482564106,YTD,169
3292007,8/30/2024 1:50:00 AM,21,5,Other,Possible Injury (C),No,No,No,No,No,No,No,,No, DIVISION AVE SE &  GRIGGS ST SE,42.9312041777673,-85.6668285587885,YTD,170
3292006,9/3/2024 6:09:00 PM,14,3,Rear End,Suspected Minor Injury (B),No,No,No,Yes,No,No,No,,No,E BELTLINE AVE NE &  BRADFORD ST NE,42.9772550431553,-85.5904840394125,YTD,171
3292005,8/30/2024 8:16:00 PM,16,6,Other,Suspected Minor Injury (B),No,No,No,Yes,No,No,No,,No, MICHIGAN ST NE & E BELTLINE AVE NE,42.9691191946579,-85.5907228744842,YTD,172
3292004,9/11/2024 2:15:00 PM,10,4,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No,S DIVISION AVE  &  FRANKLIN ST SE,42.9487299854159,-85.6675003456974,YTD,173
3292003,8/29/2024 9:25:00 PM,17,5,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, 32ND ST SE &  KALAMAZOO AVE AVE SE,42.9058389201113,-85.627146624452,YTD,174
3292002,8/30/2024 7:53:00 PM,15,6,Rear End,Suspected Minor Injury (B),No,No,No,Yes,No,No,No,,No, FRANKLIN ST SE &  COLLEGE AVE SE,42.948511117135,-85.6566157488503,YTD,175
3292001,9/9/2024 11:51:00 AM,7,2,Single Motor Vehicle,Suspected Minor Injury (B),No,No,No,Yes,Yes,No,No,,No, WESTEND AVE NW &  LEONARD ST NW,42.9860534812534,-85.72050113393,YTD,176
3292000,9/2/2024 5:30:00 PM,13,2,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, BURTON ST SW &  TOWNER AV SW,42.927737581805,-85.6781933152646,YTD,177
3291999,8/31/2024 6:01:00 AM,2,7,Head On,No Injury (O),Yes,No,Yes,Yes,No,No,No,,No, DIVISION AVE S &  STEWART ST SW,42.9289241147523,-85.6667185817821,YTD,178
3291998,9/12/2024 3:55:00 AM,23,4,Backing,No Injury (O),Yes,No,No,No,No,No,No,,No,W FULTON ST  &  GOLD AVE SW,42.9634610600842,-85.6849360806912,YTD,179
3291997,9/4/2024 12:45:00 PM,8,4,Unknown,No Injury (O),Yes,No,No,No,No,No,No,,No, LAFAYETTE AVE SE &  LAFAYETTE AVE SE,42.9550803318431,-85.6618108045088,YTD,180
3291996,8/31/2024 11:08:00 PM,19,7,Rear End,Suspected Minor Injury (B),No,No,No,Yes,No,No,No,,No, FRANKLIN ST SE & S DIVISION AVE ,42.9487285545836,-85.6674407099862,YTD,181
3291995,7/16/2024 4:50:00 AM,0,3,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, PLAINFIELD AVE  NE &  ELMDALE ST  NE,43.0234421427643,-85.6328928477846,YTD,182
3291994,9/5/2024 10:00:00 PM,18,5,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, MARTIN LUTHER KING ST SE &  LAFAYETTE AVE SE,42.9486054185038,-85.6615889759671,YTD,183
3291993,9/2/2024 11:00:00 PM,19,2,Backing,No Injury (O),Yes,No,No,No,No,No,No,,No, WEALTHY ST SW &  STRAIGHT AVE SW,0,0,YTD,184
3291992,9/9/2024 6:20:00 PM,14,2,Rear End,Possible Injury (C),No,No,No,Yes,No,No,No,,No, MILLBROOK ST SE &  ROSEWOOD AVE SE,42.8990051991675,-85.6207703051864,YTD,185
3291991,9/5/2024 3:31:00 PM,11,5,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, 1ST ST NW &  GARFIELD AVE NW,42.9717067704354,-85.6979976538654,YTD,186
3291990,9/5/2024 9:34:00 AM,5,5,Head On,No Injury (O),Yes,No,No,Yes,No,No,No,,No, EASTERN AVE SE &  MARTIN LUTHER KING JR ST SE,42.9483498770907,-85.649254132189,YTD,187
3291989,8/4/2024 11:56:00 PM,19,1,Single Motor Vehicle,No Injury (O),Yes,No,No,No,Yes,No,No,,No, SINCLAIR AVE NE &  MORE ST NE,42.9760616145256,-85.6583824439627,YTD,188
3291988,9/11/2024 9:24:00 PM,17,4,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, BURTON ST SE &  RIDGEPARK DR SE,42.9271229655831,-85.6077105703341,YTD,189
3291987,8/29/2024 8:49:00 PM,16,5,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No,E BELTLINE AVE NE & E BELTLINE AVE ,42.9757688633207,-85.5905013168303,YTD,190
3291986,7/3/2024 11:15:00 PM,19,4,Angle,Possible Injury (C),No,No,No,Yes,No,No,No,,No, SYCAMORE ST SE &  SHELDON AVE SE,42.9501359184395,-85.6657865706666,YTD,191
3291985,6/26/2024 7:49:00 PM,15,4,Single Motor Vehicle,Fatal Injury (K),No,No,No,No,No,No,No,,No, FISK ST SE &  DALLAS AVE SE,42.9428857015474,-85.6439137023102,YTD,192
3291984,9/11/2024 3:40:00 PM,11,4,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, STRAIGHT AVE SW &  HOVEY ST SW,42.9624633733654,-85.6874254129763,YTD,193
3291982,6/21/2024 4:25:00 PM,12,6,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, COLLEGE AVE NE &  MICHIGAN ST NE,42.9706315032976,-85.6569857295203,YTD,194
3291981,9/10/2024 12:50:00 AM,20,2,Other,No Injury (O),Yes,No,No,Yes,No,No,No,,No, HALL ST SW & S DIVISION AVE ,42.9414965169606,-85.6674573231977,YTD,195
3291110,9/8/2024 2:30:00 PM,10,1,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, DICK AVE NW &  MCDONALD ST NW,42.9842538705854,-85.7118109175037,YTD,196
3291109,9/5/2024 11:20:00 PM,19,5,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, 2121 CELEBRATION DR NE &  KNAPP ST NE,0,0,YTD,197
3291108,9/8/2024 2:55:00 PM,10,1,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, ALPINE AVE NW &  6TH ST NW,42.9770833465732,-85.6879272507391,YTD,198
3291107,9/3/2024 7:08:00 PM,15,3,Angle,Possible Injury (C),No,No,No,Yes,No,No,No,,No, LA GRAVE AVE SE &  OAKES ST SE,42.9608011352269,-85.6653387164799,YTD,199
3291106,9/6/2024 2:12:00 AM,22,5,Backing,No Injury (O),Yes,No,No,No,No,No,No,,No, GRIGGS ST SE &  LAFAYETTE AVE SE,42.931096709962,-85.6600534364888,YTD,200
3291105,9/5/2024 10:00:00 PM,18,5,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LEONARD ST NE &  LEFFINGWELL AVE NE,42.9843524292569,-85.6005823421545,YTD,201
3291104,9/6/2024 3:05:00 AM,23,5,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, JEFFERSON AVE SE &  COTTAGE GROVE ST SE,42.9355968236523,-85.6633460399914,YTD,202
3291103,9/8/2024 4:45:00 PM,12,1,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, MADISON AVE SE &  ARDMORE ST SE,42.9282469529989,-85.6580000833684,YTD,203
3291102,9/8/2024 12:42:00 AM,20,7,Single Motor Vehicle,Suspected Serious Injury (A),No,No,No,No,No,No,No,,Yes,S DIVISION AVE  & W MARTIN LUTHER KING JR BLVD ,42.9490062628622,-85.6675028146467,YTD,204
3291101,9/8/2024 1:00:00 PM,9,1,Unknown,No Injury (O),Yes,No,No,Yes,No,No,No,,No, SAGINAW RD SE &  BIRCHCREST DR SE,42.9158545333984,-85.6133269414485,YTD,205
3291100,9/5/2024 10:50:00 PM,18,5,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, 28TH ST SE &  KALAMAZOO AVE SE,42.912633566748,-85.6192686734071,YTD,206
3291099,9/8/2024 2:00:00 AM,22,7,Head On-Left Turn,Possible Injury (C),No,No,No,Yes,No,No,No,,No,S DIVISION AVE  &  GRIGGS ST SW,42.9312041777673,-85.6668285587885,YTD,207
3290242,9/6/2024 12:12:00 PM,8,6,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, GARFIELD AVE NW &  1ST ST NW,42.9717067704354,-85.6979976538654,YTD,208
3290241,9/7/2024 2:18:00 PM,10,7,Angle,Suspected Minor Injury (B),No,No,No,Yes,No,No,No,,No, TAMARACK AVE NW &  LEONARD ST NW,42.985387160968,-85.6929912427873,YTD,209
3290240,9/6/2024 5:35:00 AM,1,6,Rear End,Possible Injury (C),No,No,Yes,Yes,No,No,No,,Yes, 28TH ST SE &  BROOKLYN AVE SE,42.9127416099779,-85.640150401411,YTD,210
3290239,9/7/2024 5:04:00 PM,13,7,Rear End,Possible Injury (C),No,No,No,Yes,No,No,No,,No,E FULTON ST  &  ARTHUR AVE NE,42.9627270924092,-85.6365886196553,YTD,211
3290238,9/6/2024 9:55:00 PM,17,6,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, WEALTHY ST SE &  DONALD PL SE,42.9555504101669,-85.6435988829081,YTD,212
3290237,9/7/2024 5:02:00 PM,13,7,Single Motor Vehicle,Possible Injury (C),No,No,No,No,Yes,No,No,,No, UNION AVE NE &  MICHIGAN ST NE,42.9700425938869,-85.6545346204958,YTD,213
3290236,9/6/2024 7:41:00 PM,15,6,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LAKE MICHIGAN DR NW &  CARPENTER AVE NW,42.971721527764,-85.7341387430554,YTD,214
3290235,9/24/2024 1:50:00 AM,21,2,Angle,Possible Injury (C),No,No,Yes,No,No,No,No,,Yes, TAYLOR AVE N &  GROVE ST  NE,42.9873663424968,-85.6686480801573,YTD,215
3290234,9/6/2024 6:00:00 AM,2,6,Rear End,Possible Injury (C),No,No,No,Yes,No,No,No,,No, 28TH ST SE &  BROOKLYN AVE SE,42.9127308854163,-85.6389069540879,YTD,216
3290233,9/6/2024 8:55:00 PM,16,6,Head On-Left Turn,No Injury (O),Yes,No,No,No,No,No,No,,No, COLLEGE AVE NE &  MARIETTA ST NE,42.9899759791802,-85.6571502599041,YTD,217
3290232,9/7/2024 6:43:00 PM,14,7,Backing,No Injury (O),Yes,No,No,No,No,No,No,,No, EDNA ST SE &  BLAINE AVE SE,42.9217976918745,-85.6407493303313,YTD,218
3290231,9/6/2024 10:55:00 PM,18,6,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, BURTON ST SE &  BUCHANAN AVE SE,42.9276423115938,-85.6726876828345,YTD,219
3290230,9/7/2024 2:45:00 PM,10,7,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, QUIMBY ST NE &  LAFAYETTE AVE  ,42.9894099858019,-85.6622077607791,YTD,220
3290229,9/6/2024 7:42:00 PM,15,6,Sideswipe-Same,Possible Injury (C),No,No,No,No,No,No,No,,No, FULLER AVE NE &  SPENCER ST NE,42.9844538453693,-85.6398677768178,YTD,221
3290228,9/7/2024 4:01:00 PM,12,7,Angle,Possible Injury (C),No,No,No,Yes,No,No,No,,No, COMMERCE AVE SW &  GOODRICH ST SW,42.9569136711128,-85.669020147457,YTD,222
3290227,9/6/2024 10:00:00 PM,18,6,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, GENESSEE ST SE &  LAKE DR SE,42.9569858074522,-85.633334745557,YTD,223
3290226,9/6/2024 5:10:00 PM,13,6,Angle,Suspected Minor Injury (B),No,No,No,Yes,No,No,No,,No, OAKES ST SW &  MARKET AVE SW,42.9609358741928,-85.6749582330461,YTD,224
3290225,9/6/2024 2:56:00 PM,10,6,Single Motor Vehicle,Possible Injury (C),No,No,No,Yes,No,No,No,,No, ELMDALE ST NE &  BENJAMIN AVE NE,43.0247609841607,-85.637003884964,YTD,225
3290224,8/4/2024 9:10:00 AM,5,1,Head On,No Injury (O),Yes,No,No,No,No,No,No,,No, BUTTERWORTH ST SW &  INDIANA AVE SW,42.9589717195489,-85.6891770333598,YTD,226
3289393,8/26/2024 6:15:00 AM,2,2,Backing,No Injury (O),Yes,No,No,No,No,No,No,,No, CENTURY AVE SW &  HALL/S US 131 CONNECTOR  ,42.9409592735425,-85.6785758016832,YTD,227
3288035,9/4/2024 4:00:00 PM,12,4,Rear End-Right Turn,No Injury (O),Yes,No,No,Yes,No,No,No,,No, HALL ST SE &  EASTERN AVE SE,42.9411379751229,-85.6493429914335,YTD,228
3287068,8/31/2024 7:35:00 AM,3,7,Single Motor Vehicle,Possible Injury (C),No,No,Yes,Yes,No,No,No,,No, BURTON ST SE &  WOODCLIFF AVE SE,42.9269547212313,-85.5932939844714,YTD,229
3286185,9/11/2024 8:54:00 PM,16,4,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, HALL ST SW &  RAMP 010B  ,42.9416671894004,-85.677246706055,YTD,230
3285364,9/8/2024 5:55:00 AM,1,1,Backing,No Injury (O),Yes,No,No,No,No,No,No,,No, CRESTON PZ NE &  CLANCY AVE NE,0,0,YTD,231
3284426,8/28/2024 10:05:00 PM,18,4,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LAKE MICHIGAN DR NW &  NORDBERG AVE NW,42.9715464198561,-85.724483055422,YTD,232
3284425,8/25/2024 1:45:00 AM,21,7,Sideswipe-Opposite,No Injury (O),Yes,No,No,No,No,No,No,,No, OAKDALE ST SE &  MADISON AVE SE,42.9373771440686,-85.658662512702,YTD,233
3284424,8/28/2024 8:00:00 PM,16,4,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, HOUSEMAN AVE NE &  KNAPP ST NE,42.9976071540571,-85.6460739964184,YTD,234
3284423,8/29/2024 12:45:00 PM,8,5,Other,No Injury (O),Yes,No,No,No,No,No,No,,No, WEALTHY ST SE &  NORWOOD AVE SE,42.9555070392439,-85.6316344777135,YTD,235
3284422,8/27/2024 10:00:00 PM,18,3,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, FULTON ST   &  BATAVIA PL  ,42.962791287487,-85.6472386457799,YTD,236
3284421,8/28/2024 9:10:00 PM,17,4,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, KALAMAZOO AVE SE &  ELLIOTT ST SE,42.9293267179834,-85.6353485589516,YTD,237
3284420,8/29/2024 2:36:00 PM,10,5,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, OAKDALE ST SE &  EASTERN AVE SE,42.9372866426832,-85.6495966296089,YTD,238
3284419,8/27/2024 11:34:00 PM,19,3,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,Yes,No,,No, DIAMOND AVE NE   &  SPENCER ST NE  ,42.9882753464084,-85.6448001814761,YTD,239
3284418,8/28/2024 11:10:00 PM,19,4,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, WALKER AVE NW &  WHITE AVE NW,42.9820610522505,-85.6983831492146,YTD,240
3284417,8/27/2024 12:10:00 PM,8,3,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LEONARD ST  NW &  EDISON AVE  NW,42.9859785412983,-85.7131175810697,YTD,241
3284416,8/26/2024 1:10:00 PM,9,2,Backing,No Injury (O),Yes,No,No,Yes,No,No,No,,No, ALPINE AVE   &  ANN ST  ,0,0,YTD,242
3284415,8/28/2024 11:40:00 AM,7,4,Single Motor Vehicle,Suspected Minor Injury (B),No,No,No,No,No,No,No,,No, IONIA AVE SW &  GRAHAM ST SW,42.9497434611385,-85.6700060088482,YTD,243
3284414,8/28/2024 5:28:00 PM,13,4,Angle,Fatal Injury (K),No,No,No,Yes,No,No,No,,No, MICHIGAN ST NE &  LAWNDALE AVE NE,42.9699646686712,-85.6261834545793,YTD,244
3284413,8/26/2024 1:45:00 PM,9,2,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No,E FULTON ST  &  EASTERN AVE SE,42.9628141422585,-85.6494386913086,YTD,245
3284412,8/27/2024 3:07:00 PM,11,3,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,Yes,Deer,No, RAMP 036C   &  LEONARD ST NE,42.9851885170729,-85.6028477665161,YTD,246
3284411,8/29/2024 10:00:00 AM,6,5,Other,No Injury (O),Yes,No,No,No,No,No,No,,No, IONIA AVE SW &  BARTLETT ST ST SE,0,0,YTD,247
3284410,8/28/2024 3:50:00 PM,11,4,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, LAFAYETTE AVE SE &  STATE ST SE,0,0,YTD,248
3284409,8/27/2024 9:48:00 PM,17,3,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, TAYLOR AVE NE &  LEONARD ST NE,42.9847234092158,-85.668513104035,YTD,249
3284408,8/22/2024 11:00:00 AM,7,5,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, SHELDON AVE  &  WESTON ST  ,0,0,YTD,250
3284407,8/29/2024 12:18:00 AM,20,4,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No,E BELTLINE AVE NE &  BELTLINE AVE ,42.9964279628855,-85.5905170055559,YTD,251
3284406,8/28/2024 8:32:00 PM,16,4,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LEONARD ST NE &  TAYLOR AVE NE,42.9846806077998,-85.6685040613713,YTD,252
3284405,8/28/2024 10:15:00 PM,18,4,Angle,Possible Injury (C),No,No,No,Yes,No,No,No,,No, WALKER AVE NW &  RICHMOND ST NW,42.9931338007715,-85.7157575500017,YTD,253
3284404,8/29/2024 8:07:00 PM,16,5,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LAKE MICHIGAN DR NW &  FAIRFIELD AVE NW,42.9716428374972,-85.7301594537222,YTD,254
3284403,8/27/2024 7:50:00 PM,15,3,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, 28TH ST SE &  MADISON AVE SE,42.9128519524451,-85.6578715039574,YTD,255
3284402,8/28/2024 5:17:00 PM,13,4,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, PEARL ST NW &  CAMPAU AVE NW,42.9664358684134,-85.673624112899,YTD,256
3284401,8/26/2024 8:30:00 PM,16,2,Single Motor Vehicle,Suspected Serious Injury (A),No,No,No,Yes,No,No,No,,No, 32ND ST SE &  MAPLE CROSSING DR SE,42.9053964815059,-85.6218245504732,YTD,257
3284400,8/28/2024 5:30:00 PM,13,4,Sideswipe-Opposite,No Injury (O),Yes,No,No,Yes,No,No,No,,No, MICHIGAN AVE NE &  COLLEGE AVE NE,42.9701699022162,-85.65701494182,YTD,258
3284399,9/9/2024 11:00:00 PM,19,2,Sideswipe-Same,Suspected Serious Injury (A),No,No,No,Yes,No,No,No,,No, RAMP 010D   &  RAMP 011A  ,42.9472801492648,-85.6750320401519,YTD,259
3284398,9/13/2024 10:00:00 PM,18,6,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, PLAINFIELD AVE NE &  RAMP 033D  ,43.0208766265571,-85.6340379631905,YTD,260
3284397,8/27/2024 8:11:00 PM,16,3,Other,Possible Injury (C),No,No,No,Yes,No,No,No,,No, EASTERN AVE SE &  ELLIOTT ST  SE,42.9288528136015,-85.6481638704817,YTD,261
3284396,8/25/2024 12:39:00 AM,20,7,Sideswipe-Same,No Injury (O),Yes,No,Yes,Yes,No,No,No,,No, JENNETTE AVE NW &  8TH ST NW,42.9792249814349,-85.6894550434675,YTD,262
3284395,8/27/2024 9:30:00 AM,5,3,Other,No Injury (O),Yes,No,No,No,No,No,No,,No, WEALTHY ST SE &  AUBURN AVE SE,42.9555183463124,-85.6378266335532,YTD,263
3284394,8/28/2024 1:45:00 PM,9,4,Angle,Possible Injury (C),No,No,No,Yes,No,No,No,,No, 28TH ST SE &  BRETON RD SE,42.9126372028608,-85.6081907203885,YTD,264
